relation	entity1	entity2	arg1	arg2	path
rel_27	Ent[ent_314]	Ent[ent_323]	Mr. Schwartz	Brooklyn	appos|<-appos<-investigator<-nsubj<-work->prep->in->pobj->office->nn->|nn
rel_399	Ent[ent_556]	Ent[ent_655]	Mr. Lee	Taiwan	rcmod|->rcmod->bear->prep->in->pobj->|pobj
rel_173	Ent[ent_556]	Ent[ent_798]	Mr. Lee	Taiwan	nsubjpass|<-nsubjpass<-bear->prep->in->pobj->|pobj
rel_173	Ent[ent_556]	Ent[ent_798]	Mr. Lee	Taiwan	nsubj|<-nsubj<-native->prep->of->pobj->|pobj
rel_399	Ent[ent_556]	Ent[ent_655]	Mr. Lee	Taiwan	appos|->appos->president->prep->of->pobj->|pobj
rel_399	Ent[ent_556]	Ent[ent_655]	Mr. Lee	Taiwan	appos|->appos->director->amod->|amod
rel_173	Ent[ent_556]	Ent[ent_798]	Mr. Lee	Taiwan	appos|->appos->citizen->prep->of->pobj->|pobj
rel_399	Ent[ent_556]	Ent[ent_655]	Mr. Lee	Taiwan	rcmod|->rcmod->lead->dobj->|dobj
rel_173	Ent[ent_556]	Ent[ent_798]	Mr. Lee	Taiwan	rcmod|->rcmod->grow->prep->in->pobj->|pobj
rel_399	Ent[ent_556]	Ent[ent_655]	Mr. Lee	Taiwan	poss|<-poss<-visit->rcmod->attend->prep->at->pobj->mater->appos->president->prep->of->pobj->|pobj
rel_173	Ent[ent_556]	Ent[ent_798]	Mr. Lee	Taiwan	poss|<-poss<-visit<-dobj<-interpret->prep->as->pobj->support->prep->for->pobj->independence->amod->|amod
rel_15	Ent[ent_330]	Ent[ent_713]	Mr. Keene	Berkeley	nsubjpass|<-nsubjpass<-bear->prep->in->pobj->|pobj
rel_20	Ent[ent_929]	Ent[ent_1010]	Mr. Hamdi	Louisiana	nsubjpass|<-nsubjpass<-bear->prep->in->pobj->|pobj
rel_20	Ent[ent_929]	Ent[ent_1010]	Mr. Hamdi	Louisiana	rcmod|->rcmod->bear->prep->in->pobj->|pobj
rel_20	Ent[ent_929]	Ent[ent_1010]	Mr. Hamdi	Louisiana	partmod|->partmod->bear->prep->in->pobj->|pobj
rel_15	Ent[ent_316]	Ent[ent_33]	Mr. Gore	Washington	nsubjpass|<-nsubjpass<-bear->prep->in->pobj->|pobj
rel_15	Ent[ent_316]	Ent[ent_33]	Mr. Gore	Washington	nsubj|<-nsubj<-return->prep->to->pobj->|pobj
rel_9	Ent[ent_316]	Ent[ent_1002]	Mr. Gore	Washington	poss|<-poss<-home->prep->in->pobj->|pobj
rel_144	Ent[ent_316]	Ent[ent_927]	Mr. Gore	Washington	nsubj|<-nsubj<-move->prep->from->pobj->|pobj
rel_144	Ent[ent_316]	Ent[ent_927]	Mr. Gore	Washington	dobj|<-dobj<-portray->prep->as->pobj->insider->nn->|nn
rel_9	Ent[ent_316]	Ent[ent_1002]	Mr. Gore	Washington	rcmod|->rcmod->use->nsubj->magazine->amod->|amod
rel_9	Ent[ent_316]	Ent[ent_1002]	Mr. Gore	Washington	rcmod|->rcmod->travel->prep->to->pobj->|pobj
rel_15	Ent[ent_316]	Ent[ent_33]	Mr. Gore	Washington	rcmod|->rcmod->raise->prep->in->pobj->|pobj
rel_9	Ent[ent_316]	Ent[ent_1002]	Mr. Gore	Washington	rcmod|->rcmod->hold->dobj->office->prep->in->pobj->|pobj
rel_9	Ent[ent_316]	Ent[ent_1002]	Mr. Gore	Washington	rcmod|->rcmod->grow->prep->in->pobj->suburb->poss->|poss
rel_20	Ent[ent_558]	Ent[ent_1011]	Mr. Ghosn	Brazil	nsubjpass|<-nsubjpass<-bear->prep->in->pobj->|pobj
rel_20	Ent[ent_558]	Ent[ent_1011]	Mr. Ghosn	Brazil	rcmod|->rcmod->stay->nsubjpass->|nsubjpass
rel_20	Ent[ent_558]	Ent[ent_1011]	Mr. Ghosn	Brazil	rcmod|->rcmod->bear->prep->in->pobj->|pobj
rel_20	Ent[ent_558]	Ent[ent_1011]	Mr. Ghosn	Brazil	nsubj|<-nsubj<-take->nsubj->|nsubj
rel_20	Ent[ent_558]	Ent[ent_1011]	Mr. Ghosn	Brazil	appos|->appos->native->prep->of->pobj->|pobj
rel_232	Ent[ent_738]	Ent[ent_1011]	Mr. Ghosn	Brazil	appos|->appos->citizen->amod->|amod
rel_185	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_185	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	nn|<-nn<-victory->prep->over->pobj->|pobj
rel_185	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	nsubj|<-nsubj<-beat->dobj->|dobj
rel_337	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	poss|<-poss<-loss<-dobj<-blame->prep->to->pobj->|pobj
rel_185	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	pobj|<-pobj<-like<-prep<-discuss->prep->like->pobj->|pobj
rel_337	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	partmod|->partmod->win->prep->against->pobj->|pobj
rel_185	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	partmod|->partmod->prepare->prep->for->pobj->series->prep->with->pobj->|pobj
rel_337	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	partmod|->partmod->prepare->prep->for->pobj->series->prep->against->pobj->|pobj
rel_337	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	partmod|->partmod->beat->dobj->|dobj
rel_337	Ent[ent_315]	Ent[ent_1226]	Atlanta Braves	New York Mets	nsubj|<-nsubj<-strand->dobj->man->prep->on->pobj->base->prep->to->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	nsubj|<-nsubj<-beat->dobj->|dobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	nn|<-nn<-loss<-dobj<-discuss->prep->to->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	poss|<-poss<-victory->prep->over->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	nsubj|<-nsubj<-lose->prep->to->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	rcmod|->rcmod->suffer->prep->at->pobj->hand->prep->of->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	rcmod|->rcmod->lose->prep->to->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	rcmod|->rcmod->include->prep->with->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	rcmod|->rcmod->gain->prep->on->pobj->|pobj
rel_185	Ent[ent_799]	Ent[ent_1012]	Boston Red Sox	New York Yankees	poss|<-poss<-loss<-dobj<-discuss->prep->to->pobj->|pobj
rel_353	Ent[ent_318]	Ent[ent_1226]	Philadelphia Phillies	New York Mets	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_353	Ent[ent_318]	Ent[ent_1226]	Philadelphia Phillies	New York Mets	nsubj|<-nsubj<-beat->dobj->|dobj
rel_353	Ent[ent_318]	Ent[ent_1226]	Philadelphia Phillies	New York Mets	pobj|<-pobj<-of<-prep<-manager<-pobj<-as<-prep<-q.->rcmod->be->nsubj->player->nn->|nn
rel_353	Ent[ent_318]	Ent[ent_1226]	Philadelphia Phillies	New York Mets	pobj|<-pobj<-for<-prep<-play<-partmod<-pitch->dobj->game->prep->against->pobj->|pobj
rel_353	Ent[ent_318]	Ent[ent_1226]	Philadelphia Phillies	New York Mets	pobj|<-pobj<-for<-prep<-pitch->prep->against->pobj->|pobj
rel_353	Ent[ent_318]	Ent[ent_1226]	Philadelphia Phillies	New York Mets	nn|<-nn<-loss->prep->to->pobj->|pobj
rel_355	Ent[ent_1013]	Ent[ent_1226]	Florida Marlins	New York Mets	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_355	Ent[ent_1013]	Ent[ent_1226]	Florida Marlins	New York Mets	nsubj|<-nsubj<-beat->dobj->|dobj
rel_355	Ent[ent_1013]	Ent[ent_1226]	Florida Marlins	New York Mets	partmod|->partmod->trade->prep->to->pobj->|pobj
rel_355	Ent[ent_1013]	Ent[ent_1226]	Florida Marlins	New York Mets	nsubj|<-nsubj<-tell->dobj->|dobj
rel_355	Ent[ent_1013]	Ent[ent_1226]	Florida Marlins	New York Mets	nsubj|<-nsubj<-offer->dobj->contract->nn->|nn
rel_355	Ent[ent_1013]	Ent[ent_1226]	Florida Marlins	New York Mets	dep|<-dep<-call->dep->bear->dobj->resemblance->prep->to->pobj->|pobj
rel_185	Ent[ent_317]	Ent[ent_1012]	Toronto Blue Jays	New York Yankees	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_185	Ent[ent_317]	Ent[ent_1012]	Toronto Blue Jays	New York Yankees	pobj|<-pobj<-with<-prep<-contract->dep->pass->dobj->offer->prep->from->pobj->|pobj
rel_185	Ent[ent_317]	Ent[ent_1012]	Toronto Blue Jays	New York Yankees	nsubj|<-nsubj<-beat->dobj->|dobj
rel_185	Ent[ent_317]	Ent[ent_1012]	Toronto Blue Jays	New York Yankees	nn|<-nn<-victory->prep->over->pobj->|pobj
rel_77	Ent[ent_134]	Ent[ent_1226]	Montreal Expos	New York Mets	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_355	Ent[ent_559]	Ent[ent_1226]	Montreal Expos	New York Mets	nsubj|<-nsubj<-beat->dobj->|dobj
rel_355	Ent[ent_559]	Ent[ent_1226]	Montreal Expos	New York Mets	nsubj|<-nsubj<-play->prep->include->pobj->series->dep->weekend->prep->against->pobj->|pobj
rel_355	Ent[ent_559]	Ent[ent_1226]	Montreal Expos	New York Mets	nn|<-nn<-interview->prep->with->pobj->|pobj
rel_355	Ent[ent_559]	Ent[ent_1226]	Montreal Expos	New York Mets	dobj|<-dobj<-manage->prep->in->pobj->series->prep->against->pobj->|pobj
rel_353	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_296	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	nn|<-nn<-victory->prep->over->pobj->|pobj
rel_353	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	pobj|<-pobj<-of<-prep<-season<-nsubjpass<-end->prep->of->pobj->|pobj
rel_296	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	nsubj|<-nsubj<-use->prep->to->pobj->|pobj
rel_353	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	nsubj|<-nsubj<-beat->dobj->|dobj
rel_353	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	nn|<-nn<-loss<-dobj<-discuss->prep->to->pobj->|pobj
rel_353	Ent[ent_1014]	Ent[ent_1012]	Seattle Mariners	New York Yankees	nn|<-nn<-comment->prep->on->pobj->|pobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	San Diego Padres	New York Mets	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	San Diego Padres	New York Mets	nsubj|<-nsubj<-beat->dobj->|dobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	San Diego Padres	New York Mets	nsubj|<-nsubj<-face->dobj->|dobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	San Diego Padres	New York Mets	nn|<-nn<-clubhouse->dep->play->dobj->|dobj
rel_185	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_185	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	nn|<-nn<-victory->prep->over->pobj->|pobj
rel_185	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	nsubj|<-nsubj<-beat->dobj->|dobj
rel_267	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	poss|<-poss<-loss<-dobj<-assess->prep->to->pobj->|pobj
rel_267	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	pobj|<-pobj<-on<-prep<-article->partmod->prepare->prep->for->pobj->series->prep->with->pobj->|pobj
rel_267	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	pobj|<-pobj<-on<-prep<-article->partmod->prepare->prep->for->pobj->series->prep->against->pobj->|pobj
rel_267	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	pobj|<-pobj<-for<-prep<-knuckleballer->prep->against->pobj->|pobj
rel_267	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	nsubj|<-nsubj<-protest->prep->to->pobj->|pobj
rel_142	Ent[ent_665]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	nsubj|<-nsubj<-discuss->prep->to->pobj->|pobj
rel_267	Ent[ent_319]	Ent[ent_1012]	Baltimore Orioles	New York Yankees	nsubj|<-nsubj<-come->prep->for->pobj->meeting->prep->with->pobj->|pobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	St Louis Cardinals	New York Mets	nsubj|<-nsubj<-defeat->dobj->|dobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	St Louis Cardinals	New York Mets	poss|<-poss<-series->prep->with->pobj->|pobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	St Louis Cardinals	New York Mets	pobj|<-pobj<-with<-prep<-return->prep->in->pobj->matchup->prep->against->pobj->|pobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	St Louis Cardinals	New York Mets	nsubj|<-nsubj<-hit->prep->in->pobj->game->prep->of->pobj->doubleheader->prep->against->pobj->|pobj
rel_185	Ent[ent_1016]	Ent[ent_1226]	St Louis Cardinals	New York Mets	nsubj|<-nsubj<-beat->dobj->|dobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_351	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	pobj|<-pobj<-in<-prep<-school->appos->|appos
rel_351	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	nn|<-nn<-station->prep->in->pobj->|pobj
rel_351	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	nn|<-nn<-school->prep->in->pobj->|pobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	appos|->appos->section->prep->of->pobj->|pobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	pobj|<-pobj<-of<-prep<-street<-pobj<-to<-prep<-carry->dobj->section->prep->of->pobj->|pobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	nn|<-nn<-neighborhood->prep->in->pobj->|pobj
rel_164	Ent[ent_570]	Ent[ent_1209]	East New York	Brooklyn	rcmod|->rcmod->endorse->prep->in->pobj->|pobj
rel_164	Ent[ent_330]	Ent[ent_572]	Riverdale	Bronx	nn|<-nn<-section->prep->of->pobj->|pobj
rel_323	Ent[ent_330]	Ent[ent_1223]	Riverdale	Bronx	pobj|<-pobj<-in<-prep<-live->prep->in->pobj->|pobj
rel_323	Ent[ent_330]	Ent[ent_1223]	Riverdale	Bronx	pobj|<-pobj<-in<-prep<-aged->appos->|appos
rel_164	Ent[ent_330]	Ent[ent_572]	Riverdale	Bronx	appos|<-appos<-street->appos->|appos
rel_323	Ent[ent_330]	Ent[ent_1223]	Riverdale	Bronx	pobj|<-pobj<-of<-prep<-neighborhood->prep->in->pobj->|pobj
rel_164	Ent[ent_330]	Ent[ent_572]	Riverdale	Bronx	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_294	Ent[ent_1034]	Ent[ent_1223]	Riverdale	Bronx	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_330]	Ent[ent_572]	Riverdale	Bronx	pobj|<-pobj<-to<-prep<-move->prep->in->pobj->|pobj
rel_55	Ent[ent_1167]	Ent[ent_572]	Riverdale	Bronx	pobj|<-pobj<-in<-prep<-street->appos->|appos
rel_323	Ent[ent_330]	Ent[ent_1223]	Riverdale	Bronx	pobj|<-pobj<-in<-prep<-home->prep->in->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_1209]	Bedford-Stuyvesant	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_1209]	Bedford-Stuyvesant	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_323]	Bedford-Stuyvesant	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_1209]	Bedford-Stuyvesant	Brooklyn	nn|<-nn<-neighborhood->prep->in->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_323]	Bedford-Stuyvesant	Brooklyn	pobj|<-pobj<-in<-prep<-school->prep->in->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_323]	Bedford-Stuyvesant	Brooklyn	pobj|<-pobj<-to<-prep<-move->prep->in->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_1209]	Bedford-Stuyvesant	Brooklyn	pobj|<-pobj<-in<-prep<-burglarize<-csubj<-venture->appos->time->dep->cause->prep->in->pobj->neighborhood->nn->|nn
rel_164	Ent[ent_571]	Ent[ent_323]	Bedford-Stuyvesant	Brooklyn	nn|<-nn<-section->prep->of->pobj->bickering->nn->|nn
rel_164	Ent[ent_571]	Ent[ent_323]	Bedford-Stuyvesant	Brooklyn	nn|<-nn<-district->prep->of->pobj->|pobj
rel_164	Ent[ent_571]	Ent[ent_1209]	Bedford-Stuyvesant	Brooklyn	rcmod|->rcmod->serve->prep->as->pobj->entrance->prep->to->pobj->|pobj
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	nn|<-nn<-waterfront->prep->in->pobj->|pobj
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	nn|<-nn<-neighborhood->prep->in->pobj->|pobj
rel_118	Ent[ent_332]	Ent[ent_323]	Williamsburg	Brooklyn	pobj|<-pobj<-from<-prep<-trip<-dobj<-take->prep->to->pobj->enclave->nn->|nn
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	nn|<-nn<-section->prep->in->pobj->|pobj
rel_192	Ent[ent_332]	Ent[ent_225]	Williamsburg	Brooklyn	nn|<-nn<-section<-pobj<-of<-prep<-community<-nsubj<-put->prep->in->pobj->|pobj
rel_118	Ent[ent_332]	Ent[ent_323]	Williamsburg	Brooklyn	appos|->appos->voice->nn->|nn
rel_164	Ent[ent_332]	Ent[ent_1209]	Williamsburg	Brooklyn	appos|->appos->section->prep->of->pobj->|pobj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	appos|->appos->neighborhood->nn->|nn
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	pobj|<-pobj<-of<-prep<-intersection<-pobj<-near<-prep<--rrb-->prep->in->pobj->section->prep->of->pobj->|pobj
rel_142	Ent[ent_574]	Ent[ent_323]	Flatbush	Brooklyn	pobj|<-pobj<-at<-prep<-be->prep->in->pobj->section->prep->of->pobj->|pobj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	nn|<-nn<-section->rcmod->announce->nsubj->|nsubj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	appos|->appos->neighborhood->prep->in->pobj->|pobj
rel_142	Ent[ent_574]	Ent[ent_323]	Flatbush	Brooklyn	prep|->prep->of->pobj->intersection->prep->in->pobj->|pobj
rel_164	Ent[ent_574]	Ent[ent_1209]	Flatbush	Brooklyn	pobj|<-pobj<-to<-prep<-move->prep->in->pobj->|pobj
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	nn|<-nn<-neighborhood->prep->in->pobj->|pobj
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	appos|->appos->neighborhood->nn->|nn
rel_5	Ent[ent_331]	Ent[ent_323]	Crown Heights	Brooklyn	nn|<-nn<-violence->prep->in->pobj->|pobj
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	pobj|<-pobj<-in<-prep<-nurture->nsubj->neighborhood->nn->|nn
rel_164	Ent[ent_331]	Ent[ent_1209]	Crown Heights	Brooklyn	nn|<-nn<-trial->prep->in->pobj->|pobj
rel_90	Ent[ent_331]	Ent[ent_1010]	Crown Heights	Brooklyn	nn|<-nn<-riot->prep->in->pobj->|pobj
rel_90	Ent[ent_331]	Ent[ent_1010]	Crown Heights	Brooklyn	nn|<-nn<-disturbance->prep->in->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	appos|->appos->neighborhood->prep->in->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	nn|<-nn<-area->prep->in->pobj->|pobj
rel_134	Ent[ent_573]	Ent[ent_1209]	Bensonhurst	Brooklyn	pobj|<-pobj<-in<-prep<-witness->appos->|appos
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	nn|<-nn<-neighborhood->prep->in->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	nn|<-nn<-case<-pobj<-in<-prep<-prosecutor<-nsubj<-resign->prep->from->pobj->office->poss->attorney->nn->|nn
rel_134	Ent[ent_573]	Ent[ent_1209]	Bensonhurst	Brooklyn	dep|<-dep<-racial->prep->in->pobj->|pobj
rel_164	Ent[ent_573]	Ent[ent_323]	Bensonhurst	Brooklyn	appos|->appos->section->prep->of->pobj->|pobj
rel_164	Ent[ent_334]	Ent[ent_1209]	Park Slope	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_353	Ent[ent_334]	Ent[ent_1010]	Park Slope	Brooklyn	appos|->appos->writer->nn->|nn
rel_164	Ent[ent_334]	Ent[ent_1209]	Park Slope	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_334]	Ent[ent_1209]	Park Slope	Brooklyn	appos|->appos->neighborhood->nn->|nn
rel_164	Ent[ent_334]	Ent[ent_1209]	Park Slope	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
rel_353	Ent[ent_334]	Ent[ent_1010]	Park Slope	Brooklyn	rcmod|->rcmod->make->dobj->group->dep->|dep
rel_164	Ent[ent_334]	Ent[ent_1209]	Park Slope	Brooklyn	pobj|<-pobj<-in<-prep<-lot<-pobj<-in<-prep<-dump->prep->in->pobj->|pobj
rel_164	Ent[ent_334]	Ent[ent_1209]	Park Slope	Brooklyn	appos|->appos->correction->nn->|nn
rel_192	Ent[ent_334]	Ent[ent_323]	Park Slope	Brooklyn	trigger#writer Mariellé_Anzelone_Park_Slope Brooklyn source#Marielléappos|->appos->writer->nn->|nné_Anzelone_Park_Slope_,_Brooklyn_The_writer_is_a_botanist_and_urban_ecologist_. lex#, pos#, rc#The_writer
rel_353	Ent[ent_334]	Ent[ent_1010]	Park Slope	Brooklyn	trigger#recommend,-lrb-718-rrb- 965-3391 Fourth_Street_Park_Slope Brooklyn source#Fourth/JJ/LOCATION_Street/NNP/LOCATION_Park/NNP/LOCATION_Slope/NNP/LOCATION dest#Brooklyn/NNP/LOCATION path#pobj|<-pobj<-at<-prep<-recommend->nsubj->-lrb-718-rrb- 965-3391->nn->|nn sen#'_Pinocchio_'_Puppetworks_338_Sixth_Avenue_,_at_Fourth_Street_Park_Slope_,_Brooklyn_(718)_965-3391_Recommended_ages_:_3_to_8_Through_Dec._20_In_the_Puppetworks_storefront_theater_,_devoted_exclusively_to_marionette_shows_,_Pinocchio_gets_his_comeuppance_in_the_usual_way_. lex#, pos#, lc#,_at rc#(718)_965-3391_Recommended
rel_164	Ent[ent_576]	Ent[ent_1240]	Chelsea	Manhattan	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_576]	Ent[ent_1240]	Chelsea	Manhattan	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_576]	Ent[ent_1240]	Chelsea	Manhattan	nn|<-nn<-area->prep->of->pobj->|pobj
rel_339	Ent[ent_722]	Ent[ent_119]	Chelsea	Manhattan	nn|<-nn<-neighborhood->prep->in->pobj->|pobj
rel_9	Ent[ent_576]	Ent[ent_483]	Chelsea	Manhattan	nn|<-nn<-district->prep->of->pobj->|pobj
rel_164	Ent[ent_576]	Ent[ent_1240]	Chelsea	Manhattan	nsubj|<-nsubj<-district->prep->in->pobj->|pobj
rel_164	Ent[ent_576]	Ent[ent_1240]	Chelsea	Manhattan	nn|<-nn<-pier->prep->in->pobj->|pobj
rel_232	Ent[ent_576]	Ent[ent_670]	Chelsea	Manhattan	rcmod|->rcmod->stretch->dobj->equivalent->prep->of->pobj->block->nn->|nn
rel_77	Ent[ent_403]	Ent[ent_1240]	Chelsea	Manhattan	prep|->prep->on->pobj->side->prep->of->pobj->|pobj
rel_339	Ent[ent_403]	Ent[ent_333]	Chelsea	Manhattan	prep|->prep->for->pobj->solo->nn->|nn
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	nn|<-nn<-section->prep->of->pobj->|pobj
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	nn|<-nn<-district->prep->in->pobj->|pobj
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	nn|<-nn<-area->prep->of->pobj->|pobj
